,Tipo de Documento,Documento,Nome,Fontes
3,CNPJ,09230668000108,A. MANOEL MOREIRA EIRELI - EPP,socios-brasil
4,CNPJ,10811313000183,A MANOEL SILVA - ME,gastos-diretos
5,CNPJ,03585216000154,AMANO E SHIRAISHI LTDA - ME,socios-brasil
6,CNPJ,04634610000106,AMANO & GARCIA ARACATUBA LTDA - ME,socios-brasil
7,CNPJ,23300328000129,AMANOI ADMINISTRACAO DE BENS EIRELI,socios-brasil
8,CNPJ,10351672000103,A MANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA. - ME,socios-brasil
9,CNPJ,02451247000150,AMANOINJET INDUSTRIA E COMERCIO LTDA - EPP,socios-brasil
10,CNPJ,03629509000196,AMANO & KATSUMI LTDA - ME,socios-brasil
11,CNPJ,11356392000142,AMANOLIO SERVICOS ARTISTICOS LTDA - EPP,socios-brasil
12,CNPJ,22091692000163,AMANO & LOPES CONSULTORIA LTDA,socios-brasil
13,CNPJ,22967663000112,AMANO & MONTEMOR NEGOCIOS E PARTICIPACOES SOCIETARIAS LTDA.,socios-brasil
14,CNPJ,17058208000164,AMANO PREPARACAO DE DOCUMENTOS E CADASTROS LTDA - ME,socios-brasil
15,CNPJ,60186699000158,AMANO QUIMICA LTDA,socios-brasil
16,CNPJ,22102775000100,AMANO RAHMA SERVICOS EMPRESARIAIS - EIRELI - EPP,socios-brasil
17,CNPJ,38506622000169,AMANOR ASSOCIACAO MINEIRA DE APOIO AOS NORDESTINOS,socios-brasil
18,CNPJ,62580345000119,AMANO REPRESENTACOES COMERCIAIS S/S LTDA - ME,socios-brasil
19,CNPJ,00701528000198,AMA NORTE - ASSOCIACAO DE MORADORES E AMIGOS DA RUA RIO GRANDE DO NORTE,socios-brasil
20,CNPJ,28898793000127,AMANO SOCIEDADE INDIVIDUAL DE ADVOCACIA,socios-brasil
21,CNPJ,16612399000100,AMANOS PRODUTOS DE INFORMATICA LTDA - ME,socios-brasil
22,CNPJ,18583019000173,AMANO TIME SOLUTIONS - PARTICIPACOES LTDA,socios-brasil
24,CNPJ,08854742000196,AMANPACK LTDA - EPP,socios-brasil
25,CNPJ,07547134000176,AMAN PARTICIPACOES E CONSERVACAO DE IMOVEIS LTDA,socios-brasil
26,CNPJ,05790053000177,AMAN PARTICIPACOES E EMPREENDIMENTOS LTDA,socios-brasil
27,CNPJ,21899511000167,AMANPE APOIO ADMINISTRATIVO E CONTABIL EIRELI - ME,socios-brasil
29,CNPJ,03986969000171,AMAN PISOS E REVESTIMENTOS LTDA,socios-brasil
30,CNPJ,39758685000175,AMANPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,socios-brasil
31,CNPJ,12800372000181,AMANPULO NEGOCIOS LTDA - ME,socios-brasil
32,CNPJ,22600953000123,AMANPURI CENTRO DE ESTETICA E SPA LTDA - EPP,socios-brasil
33,CNPJ,05269979000111,AMANRI INDUSTRIA QUIMICA LTDA - ME,socios-brasil
34,CNPJ,10249782000150,A MANSANO REPRESENTACOES LTDA - ME,socios-brasil
35,CNPJ,92966548000109,A MANSAO DAS PEDRAS MATERIAIS DE CONSTRUCAO LTDA - ME,socios-brasil
36,CNPJ,49294606000176,A MANSAO DOS TAPETES LTDA - ME,socios-brasil
37,CNPJ,01225847000137,A MANSAO MOVEIS ESPECIAIS LTDA - ME,socios-brasil
38,CNPJ,01286743000132,AMAN SAUDE DIAGNOSTICO E TERAPEUTICA LTDA,socios-brasil
39,CNPJ,25215479000104,AMANS EMPREENDIMENTOS E PARTICIPACOES LTDA - EPP,socios-brasil
40,CNPJ,11311069000152,AMAN SERVICOS ADMINISTRATIVOS LTDA,socios-brasil
41,CNPJ,05825136000154,AMAN SERVICOS DE CONSTRUCAO LTDA - ME,socios-brasil
42,CNPJ,20168119000185,AMAN SERVICOS EIRELI - ME,socios-brasil
43,CNPJ,04711067000195,AMAN SERVICOS ELETRICOS LTDA - ME,socios-brasil
44,CNPJ,01296246000115,AMAN SERVICOS TECNICOS LTDA - ME,socios-brasil
46,CNPJ,07631787000139,AMAN-SILVA TRANSPORTADORA LTDA - ME,socios-brasil
48,CNPJ,15537638000133,AMANSLEY COMERCIO DE VESTUARIO LTDA - ME,socios-brasil
0,CNPJ,18252609000113,AMANSO COMERCIO DE ALIMENTOS EIRELI - EPP,socios-brasil
2,CNPJ,67377929000105,"AMANSTUR AGENCIA DE VIAGENS, TRANSPORTES E TURISMO LTDA",socios-brasil
3,CNPJ,06231456000149,A. MANSUR CORRETAGEM E MEDIACAO DE NEGOCIOS LTDA - ME,socios-brasil
4,CNPJ,73452708000157,AMANT CONFECCOES E TRANSPORTE LTDA - ME,socios-brasil
5,CNPJ,09462795000124,AMANTEA & AMANTEA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - ME,socios-brasil
6,CNPJ,20409352000102,AMANTEA & AMANTEA LTDA - ME,socios-brasil
7,CNPJ,25369272000194,AMANTEA & ANDRE SOCIEDADE DE ADVOGADOS,socios-brasil
8,CNPJ,21950984000141,AMANTEA APLICATIVOS LTDA - ME,socios-brasil
9,CNPJ,12800303000178,AMANTEA CENTRO DE MUSICA E DANCA LTDA - ME,socios-brasil
10,CNPJ,52849551000128,AMANTEA & CIA LTDA - ME,socios-brasil
11,CNPJ,22136034000140,AMANTEA CLINICA VETERINARIA LTDA - ME,socios-brasil
12,CNPJ,08584919000181,AMANTE ADMINISTRACAO DE BENS PROPRIOS LTDA - EPP,socios-brasil
13,CNPJ,21460212000121,AMANTEA E ARAUJO COMERCIO DE PRODUTOS VETERINARIOS LTDA - ME,socios-brasil
14,CNPJ,18903916000117,AMANTEA & MIRANDA SERVICOS MEDICOS LTDA.,socios-brasil
15,CNPJ,16716668000170,AMANTEA MOVEIS LTDA - EPP,socios-brasil
16,CNPJ,02811459000109,AMANTEA & PEREIRA LTDA - ME,socios-brasil
17,CNPJ,02027822000191,AMANTEA REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
18,CNPJ,00511074000192,AMANTEA RESTAURANTE LTDA - ME,socios-brasil
19,CNPJ,03660720000171,AMANTEA & SAMPAIO EDITORA LTDA - ME,socios-brasil
20,CNPJ,05658107000145,AMANTEA & SBARAINI LTDA - ME,socios-brasil
21,CNPJ,18711300000144,AMANTEA SERVICOS MEDICOS S/S - ME,socios-brasil
22,CNPJ,07382824000112,"AMANTEC-COMERCIO DE PAPELARIA, INFORMATICA E SERVICOS LTDA - EPP",socios-brasil
23,CNPJ,05923291000103,AMAN TEC ELETRICA LTDA - ME,socios-brasil
24,CNPJ,05164495000108,AMANTECH INFORMATICA LTDA - ME,"socios-brasil,gastos-diretos"
25,CNPJ,26451038000174,AMANTECH TECNOLOGIA LTDA - ME,socios-brasil
26,CNPJ,11625460000121,AMANTEC INDUSTRIA E COMERCIO DE SERRALHERIA LTDA - EPP,socios-brasil
27,CNPJ,11571160000107,AMANTEC INSTALACOES TERMICAS LTDA - ME,"socios-brasil,gastos-diretos"
28,CNPJ,05735842000105,AMANTE COMERCIO DE FRUTAS EIRELI - ME,socios-brasil
29,CNPJ,08960461000118,AMANTE COMERCIO DE VEICULOS LTDA - ME,socios-brasil
30,CNPJ,02438725000191,AMANTE DO COMERCIO PRODUTOS ALIMENTICIOS LTDA,socios-brasil
31,CNPJ,08203871000114,AMANTE DO TRIGO COMERCIO DE ALIMENTOS EIRELI - EPP,socios-brasil
32,CNPJ,66944356000191,AMANTEIGADOS & CIA CHOCOLATES LTDA,socios-brasil
33,CNPJ,36484970000157,AMANTEIGADOS RAFER LTDA - ME,socios-brasil
34,CNPJ,31440530000184,AMANTEIGADOS THOME LTDA M E - ME,socios-brasil
35,CNPJ,05564246000100,AMANTEIGADOS UAI LTDA - ME,socios-brasil
36,CNPJ,30541890000100,AMANTEIGADOS ZANZIBAR DE FRIBURGO LTDA - ME,socios-brasil
38,CNPJ,14072058000155,AMANTEK COMPRESSORES E ELETRICA LTDA - EPP,socios-brasil
39,CNPJ,37477650000132,"A MANTELLI - EPP AVENIDA DESEMBARGADOR JDF MENDES, S/N CENTRO DIAMANTINO - MT",gastos-deputados
40,CNPJ,02200757000154,AMANTEL TELEFONIA CELULAR LTDA - ME,socios-brasil
41,CNPJ,18979702000124,A. M. ANTENAS E MERCEARIA LTDA - ME,socios-brasil
42,CNPJ,68782119000105,AM ANTENAS INSTALACOES LTDA - ME,socios-brasil
43,CNPJ,03499541000102,A & M ANTENAS LTDA - ME,socios-brasil
44,CNPJ,00544555000102,AMAN TERAPIA DA MAO LTDA - ME,socios-brasil
45,CNPJ,19061913000146,AMANTER FRAGRANCIAS E ESPECIALIDADES LTDA - ME,socios-brasil
46,CNPJ,08075218000117,"AMANTES DA GARRAFA, BAR E LANCHONETE LTDA. - ME",socios-brasil
47,CNPJ,07332784000102,AMANTES DA MATA ATLANTICA,socios-brasil
48,CNPJ,13748540000108,AMANTES DA MUSICA EDICAO E GRAVACOES LTDA - ME,socios-brasil
49,CNPJ,08371306000166,AMANTES DA NATUREZA - ASSOCIACAO AMBIENTAL E DESPORTIVA,socios-brasil
0,CNPJ,10430342000103,AMANTES DA NAUTICA COMERCIO E SERVICOS LTDA - ME,"socios-brasil,gastos-diretos"
1,CNPJ,18735726000138,AMANTES DE GATOS,socios-brasil
2,CNPJ,11098247000109,AMANTES DO ACAI COMERCIO LTDA - ME,socios-brasil
3,CNPJ,15813619000192,AMANTES DO ACAI MOSSORO LTDA - ME,socios-brasil
4,CNPJ,18337723000146,AMANTES DO CAFE LTDA. - ME,socios-brasil
5,CNPJ,26143208000153,AMANTES DO VINHO COMERCIO DE BEBIDAS EIRELI - EPP,socios-brasil
6,CNPJ,11352780000155,AMANTEX CONFECCOES E COMERCIO DE TECIDOS LTDA - EPP,socios-brasil
7,CNPJ,44634061000186,AMANTEX INDUSTRIA TEXTIL LTDA - ME,socios-brasil
8,CNPJ,27209538000167,AMANTHEA INCORPORADORA LTDA,socios-brasil
9,CNPJ,01827792000135,AMANTHI BAR LTDA - ME,socios-brasil
10,CNPJ,04464928000188,AMANTHI PROJETOS E SERVICOS LTDA - ME,socios-brasil
11,CNPJ,04007391000127,AMANTICIA TORTAS E SALGADOS LTDA - ME,socios-brasil
12,CNPJ,27508483000196,"AMANTIFLORE - INSTITUTO DE PESQUISA, DESENVOLVIMENTO SOCIAL, CULTURAL E DE PRESERVACAO AMBIENTAL.",socios-brasil
13,CNPJ,09147256000109,"AMANTIKIR EMPREENDIMENTOS SOCIO-AMBIENTAIS, COMERCIO E PARTICIPACAO LTDA.",socios-brasil
14,CNPJ,28495055000139,AMANTIKIR ORIGEM NATURAL EIRELI - ME,socios-brasil
16,CNPJ,71873814000189,AMANTINA AUGUSTA DA SILVA SCAFI & CIA LTDA,socios-brasil
23,CNPJ,03780912000111,AMANTINI CAMINHOES LTDA,socios-brasil
24,CNPJ,50778356000129,AMANTINI CONSULTORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA - ME,socios-brasil
25,CNPJ,20701713000190,AMANTINI CORRETORA DE SEGUROS LTDA,socios-brasil
26,CNPJ,13294840000156,"AMANTINI ENGENHARIA,INCORPORACAO E SERVICOS LIMITDA",socios-brasil
27,CNPJ,11111554000182,AMANTINI MULTIMARCAS COMERCIO DE VEICULOS LTDA,socios-brasil
28,CNPJ,15758838000116,AMANTINI & PELEGRINI - SERVICOS MEDICOS LTDA - ME,socios-brasil
29,CNPJ,47643408000145,AMANTINI VEICULOS E PECAS S/A,"socios-brasil,gastos-diretos"
30,CNPJ,08350727000100,AMANTINO AFONSO DE CAMARGO E OUTRA,socios-brasil
37,CNPJ,08420595000146,AMANTINO ARANHA E OUTRA,socios-brasil
43,CNPJ,20864840000100,AMANTINO BASTOS DE ALMEIDA EIRELI - ME,socios-brasil
45,CNPJ,97092464000107,AMANTINO BURY & CIA LTDA - ME,socios-brasil
48,CNPJ,28682281000129,AMANTINO COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA - ME,socios-brasil
49,CNPJ,27754114000183,AMANTINO COMERCIO E DISTRIBUICAO LTDA.,socios-brasil
2,CNPJ,05346666000110,AMANTINO COSTA NETO & CIA LTDA - ME,socios-brasil
10,CNPJ,93244390000126,AMANTINO DE OLIVEIRA E CIA LTDA - ME,socios-brasil
16,CNPJ,21850596000199,AMANTINO E DURANTE INDUSTRIA E COMERCIO LTDA - ME,socios-brasil
21,CNPJ,07288326000105,AMANTINO FROZZA E CIA LTDA - ME,socios-brasil
30,CNPJ,12111890000198,AMANTINO MACIEL E MOURA LTDA - ME,socios-brasil
31,CNPJ,03807464000100,AMANTINO & MACIEL LTDA - ME,"socios-brasil,gastos-deputados"
38,CNPJ,07625203000112,AMANTINO MOTTA & CIA LTDA - ME,socios-brasil
41,CNPJ,26341560000101,AMANTINO NETO & CIA LTDA - ME,socios-brasil
42,CNPJ,11289383000186,AMANTINO & PACHECO LTDA - ME,socios-brasil
3,CNPJ,94763778000104,AMANTINO RIZZI E CIA LTDA - ME,socios-brasil
15,CNPJ,19096270000176,A MANTIQUEIRA LTDA - EPP,"socios-brasil,gastos-diretos"
16,CNPJ,09630124000125,AMANTONI PRODUTOS ALIMENTICIOS E SERVICOS LTDA - ME,socios-brasil
17,CNPJ,13302012000112,A M ANTONY NINA FABRICACAO DE MOVEIS LTDA - EPP,socios-brasil
18,CNPJ,18309857000153,AMANTOR TRANSPORTES LTDA - ME,socios-brasil
19,CNPJ,18519596000104,AMANTOS AMBIENTES PLANEJADOS LTDA - ME,socios-brasil
20,CNPJ,01845272000155,A. MANTOVANI & CIA LTDA,socios-brasil
21,CNPJ,17025001000193,A. MANTOVANI DE SOUZA & CIA LTDA - ME,socios-brasil
22,CNPJ,75764696000121,A MANTOVANI FILHO E CIA LTDA - ME,socios-brasil
23,CNPJ,12629504000154,A. MANTOVANI NETO & CIA LTDA,socios-brasil
24,CNPJ,23069160000192,A.MANTOVANI REPRESENTACOES COMERCIAIS LTDA. - ME,socios-brasil
25,CNPJ,02015862000113,AMAN TRANSPORTES LTDA,socios-brasil
26,CNPJ,02167003000140,AMAN TRANSPORTES LTDA - EPP,socios-brasil
27,CNPJ,22196863000119,AMAN TRANSPORTES LTDA - ME,socios-brasil
28,CNPJ,12132399000143,AMAN TREINAMENTOS LTDA - ME,socios-brasil
29,CNPJ,59257337000121,AMANT REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
30,CNPJ,08032695000103,AMANTSARA EMPREENDIMENTOS E PARTICIPACOES LTDA,socios-brasil
31,CNPJ,06170145000117,AMANT'S HOTEL LTDA - ME,socios-brasil
32,CNPJ,81050536000113,A MANTUAN E MANTUAN LTDA - ME,socios-brasil
33,CNPJ,09410778000143,AMANTULLE CONFECCOES E COMERCIO DE ARTIGOS DE VESTUARIO LTDA - ME,socios-brasil
34,CNPJ,03363374000160,A.M.ANTUNES & CIA LTDA - ME,socios-brasil
35,CNPJ,23477438000160,A M ANTUNES EIRELI - ME,socios-brasil
36,CNPJ,05600548000196,A. M. ANTUNES PRESTACAO DE SERVICOS PARA EMPRESAS LTDA - ME,socios-brasil
37,CNPJ,07704774000142,AMANTUR AGENCIA DE VIAGENS E TURISMO LTDA - ME,socios-brasil
38,CNPJ,01596940000158,AMANTUR TRANSPORTES TURISMO E LOCACAO LTDA - ME,socios-brasil
39,CNPJ,07585555000191,AMANTU SERVICOS ORGANIZACIONAIS LTDA. - ME,socios-brasil
40,CNPJ,07804995000192,AMANTYKIR INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI - EPP,socios-brasil
41,CNPJ,07130170000130,AMANTYKYRA AGRONEGOCIOS E PRESERVACAO AMBIENTAL PARTICIPACOES LTDA.,socios-brasil
43,CNPJ,07564879000143,AMANUMA & PIMENTEL LTDA - ME,socios-brasil
44,CNPJ,22809328000196,AMANU MODAS LTDA - ME,socios-brasil
45,CNPJ,09374818000149,AMA NUTRICAO E COMERCIO ALIMENTICIO LTDA - ME,socios-brasil
46,CNPJ,09360204000108,AMA NUTRICAO NATURAL LTDA - ME,socios-brasil
49,CNPJ,28624882000185,AMANYARA EMPREENDIMENTOS IMOBILIARIOS LTDA,socios-brasil
0,CNPJ,09519027000160,AMANY CENTRO DE ESTETICA E ESTUDIO DE DANCA LTDA - ME,socios-brasil
3,CNPJ,04571260000178,AMANY & MARCOS SERVICOS GRAFICOS S/C LTDA - ME,socios-brasil
4,CNPJ,10452052000152,AMANY PATRIMONIAL E IMOBILIARIA LTDA - ME,socios-brasil
6,CNPJ,18194915000140,AMANYTUR TRANSPORTES LTDA. - ME,socios-brasil
7,CNPJ,68783976000111,A MANZARRA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA - ME,socios-brasil
8,CNPJ,20175165000101,AMANZI AROMAS LTDA - ME,socios-brasil
9,CNPJ,14490393000173,AMANZI - CONSULTORIA E PLANEJAMENTO EM ENGENHARIA E MEIO AMBIENTE LTDA - ME,socios-brasil
10,CNPJ,02450300000106,AMANZIL & MONTE LTDA - ME,socios-brasil
11,CNPJ,10957646000115,AMANZING FLOORS - COMERCIO DE ASSOALHOS LTDA - ME,socios-brasil
12,CNPJ,09654714000198,AMANZINI CONSTRUTORA LTDA - ME,socios-brasil
13,CNPJ,74070889000110,A. MANZOTTI & CIA LTDA - ME,socios-brasil
14,CNPJ,03338216000150,A MANZOTTI CORRETORA DE SEGUROS LTDA - ME,socios-brasil
15,CNPJ,02680032000100,A. MANZOTTI & MANZOTTI LTDA - ME,socios-brasil
16,CNPJ,23814391000183,A MAO AMIGA,socios-brasil
17,CNPJ,18715038000106,A MAO AMIGA SERVICOS LTDA - ME,socios-brasil
18,CNPJ,25127687000151,AMA - O BENEFICIAMENTO E COMERCIO DE ALIMENTOS - EIRELI - EPP,socios-brasil
19,CNPJ,07058986000108,A MAO BENTA COMERCIO DE ARTESANATO LTDA,socios-brasil
20,CNPJ,08739824000190,A MAO - COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
21,CNPJ,11517686000109,A MAO COOPERADORA NA AMAZONIA,"socios-brasil,gastos-diretos"
22,CNPJ,52582202000192,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,socios-brasil
23,CNPJ,13391668000159,A MAO DO MACACO PRODUCOES GRAFICAS LTDA - ME,socios-brasil
24,CNPJ,11230159000119,AMA ODONTOLOGIA EMPRESARIAL LTDA,socios-brasil
25,CNPJ,15632991000100,AMA ODONTOLOGIA EMPRESARIAL S/S LTDA,socios-brasil
26,CNPJ,23219775000158,A.M.A. ODONTOLOGIA E PROTESE - EPP,socios-brasil
27,CNPJ,10669191000132,A.M.A. ODONTOLOGIA LTDA - ME,socios-brasil
28,CNPJ,19968907000177,AMA ODONTOLOGIA LTDA - ME,socios-brasil
29,CNPJ,22838557000139,AMA ODONTOLOGIA LTDA - ME,socios-brasil
30,CNPJ,14423731000154,AMA ODONTOLOGIA SS,socios-brasil
31,CNPJ,18908299000142,AMA ODONTO S/S LTDA,socios-brasil
32,CNPJ,04330939000175,AMA OIL & BRASIL LTDA - ME,socios-brasil
33,CNPJ,21308295000138,AMA OIL NATURAL LTDA,socios-brasil
34,CNPJ,10610893000140,AMAOKA & AMAOKA LTDA - ME,socios-brasil
35,CNPJ,05151845000100,AMAOKA & FERNANDES LTDA - ME,"socios-brasil,gastos-diretos"
36,CNPJ,16554340000102,A. M. AOKI SAITO - COMERCIAL EIRELI - ME,socios-brasil
37,CNPJ,00415548000100,A MAO LIVRE LTDA - ME,socios-brasil
38,CNPJ,05941592000160,A MAO QUE AJUDA,socios-brasil
39,CNPJ,26742222000173,AMAO RESTAURANTE LTDA - ME,socios-brasil
40,CNPJ,18730419000164,AMAORI MARKETING LTDA - ME,socios-brasil
41,CNPJ,07440491000130,"AMAORJ - ASSOCIACAO DE MORADORES DO JARDIM AMERICA 2, OLHO D'AGUA, REMANSO AZUL E JARDIM SAO JOSE",socios-brasil
42,CNPJ,82628280000141,A MAOSKI CONSULTORIA EM REC HUM EMPRESARIAL LTDA - ME,socios-brasil
43,CNPJ,08385074000103,A MAO SOLUCOES EM INFORMATICA LTDA. - ME,socios-brasil
44,CNPJ,05391632000147,AMAPA AGENCIAMENTO DE NEGOCIOS E ADMINISTRACAO DE BENS LTDA - ME,socios-brasil
45,CNPJ,19802750000105,AMAPA AGROPECUARIA LTDA,socios-brasil
46,CNPJ,06244682000164,AMAPA ALIMENTOS LTDA,socios-brasil
47,CNPJ,07605212000141,AMAPA ASSESSORIA DE COMERCIO EXTERIOR LTDA - ME,socios-brasil
48,CNPJ,39492657000159,AMAPA ASSOCIACAO DE MORADORES DO BAIRRO PARAISO E ADJAC,socios-brasil
49,CNPJ,09469543000127,AMAPA ASSOCIACAO DE MORADORES E AMIGOS DO CONJ. PAULO AMARAL,socios-brasil
0,CNPJ,7682747000116,AMAPA- ASSOCIACAO DOS MOVELEIROS DE AURORA DO PARA,socios-brasil
1,CNPJ,354077000160,AMAPA-ASSOCIACAO MARANHENSE DE PREVENCAO DE AIDS-,socios-brasil
2,CNPJ,28932712000168,AMAPA AUTOPECAS LTDA - EPP,socios-brasil
3,CNPJ,24241025000145,AMAPA BRASIL II PARTICIPACOES LTDA.,socios-brasil
4,CNPJ,22698701000189,AMAPA BRASIL I PARTICIPACOES LTDA.,socios-brasil
5,CNPJ,7543139000120,AMAPA - CAIENA LTDA - ME,socios-brasil
6,CNPJ,7424588000150,AMAPACARNES LTDA - ME,socios-brasil
7,CNPJ,9363879000100,"AMAPAC ASSOCIACAO DE MORADORES DE AMPARO, PAU FERRO E CIPO",socios-brasil
8,CNPJ,15320433000100,AMAPAC - ASSOCIACAO DOS MORADORES E AMIGOS DO CONDOMINIO PARQUE DAS ACACIAS,socios-brasil
9,CNPJ,858637000113,AMAPAC ASSOC MUNICIPAL AMIGOS DA PASTORAL DA CRIANCA,socios-brasil
10,CNPJ,69105377000101,AMAPAC - EIRELI - ME,socios-brasil
11,CNPJ,13317140000130,AMAPACEL - INDUSTRIA DA AMAZONIA DE PAPEL E CELULOSE LTDA,socios-brasil
12,CNPJ,601895000110,AMAPA CENTER COMERCIO E CONSTRUCOES LTDA,socios-brasil
13,CNPJ,15304535000123,AMAPACENTER MADEIRAS LTDA - ME,socios-brasil
14,CNPJ,10435640000188,AMAPA CEREAIS COMERCIO E SERVICOS LTDA - ME,socios-brasil
15,CNPJ,23082977000109,AMAPA CEREAIS LTDA - ME,socios-brasil
16,CNPJ,5978283000164,AMAPA CLUBE,socios-brasil
17,CNPJ,9498268000170,AMAPA COMBUSTIVEIS LTDA - ME,socios-brasil
18,CNPJ,3608155000101,"AMAPACOM COMERCIO, REPRESENTACOES E SERVICOS LTDA - ME",socios-brasil
19,CNPJ,2112807000141,AMAPA COMERCIO DE MADEIRAS E EMBALAGENS LTDA,socios-brasil
20,CNPJ,77584449000179,AMAPA COMERCIO DE MADEIRAS E LAMINADOS LTDA - ME,socios-brasil
21,CNPJ,23949008000102,AMAPA COMERCIO DE MADEIRAS LTDA - ME,socios-brasil
22,CNPJ,19793979000120,AMAPA COMERCIO DE RECICLAVEIS IMPORTACAO E EXPORTACAO LTDA. - ME,"socios-brasil,gastos-diretos"
23,CNPJ,8282452000115,AMAPA COMERCIO E DISTRIBUICAO DE AREIA LTDA - ME,socios-brasil
24,CNPJ,5691089000101,AMAPA COMERCIO E SERVICOS LTDA.,socios-brasil
25,CNPJ,1799654000190,AMAPA COMERCIO E SERVICOS LTDA - ME,socios-brasil
26,CNPJ,3169188000194,"AMAPA - COMERCIO, EXPORTACAO, IMPORTACAO, INDUSTRIA E MINERACAO LTDA - ME",socios-brasil
27,CNPJ,34939959000109,AMAPA COMPANY LTDA - ME,socios-brasil
28,CNPJ,2003152000173,AMAPA COMUNICACAO E MARKETING LTDA - ME,socios-brasil
29,CNPJ,21550348000122,AMAPA CONFECCOES LTDA - ME,socios-brasil
30,CNPJ,20109788000186,AMAPA CONSIG LTDA - ME,socios-brasil
31,CNPJ,8655671000100,AMAPA CONSTRUCAO EIRELI - ME,"socios-brasil,gastos-diretos"
32,CNPJ,5467150000123,AMAPA CONSTRUCOES E REFORMAS LTDA - EPP,socios-brasil
33,CNPJ,15244686000133,AMAPA CONSTRUCOES E SERVICOS EIRELI - ME,socios-brasil
34,CNPJ,42839936000150,AMAPA COUROS LTDA - ME,socios-brasil
35,CNPJ,7599660000180,AMAPACRED,socios-brasil
36,CNPJ,10819476000102,AMAPA DA SORTE LTDA,socios-brasil
37,CNPJ,10637859000160,AMAPA DISIGN & MOVEIS LTDA - ME,socios-brasil
38,CNPJ,14541320000163,AMAPA DISTRIBUIDORA DE COMPENSADOS E PORTAS LTDA - ME,socios-brasil
39,CNPJ,91675868000147,AMAPA DO SUL SA INDUSTRIA DA BORRACHA,socios-brasil
40,CNPJ,14532295000151,AMAPA EMPREENDIMENTOS COMERCIO E SERVICOS GERAIS EIRELI - ME,socios-brasil
41,CNPJ,1453153000157,AMAPA EMPREENDIMENTOS E PARTICIPACOES LTDA,socios-brasil
42,CNPJ,16516361000125,AMAPA EMPREENDIMENTOS LTDA - ME,socios-brasil
43,CNPJ,10958741000133,AMAPA EMPRESAS.COM LTDA,socios-brasil
44,CNPJ,12768343000180,AMAPA ENERGY COMERCIO E REPRESENTACAO LTDA,socios-brasil
45,CNPJ,21321035000100,AMAPA ENGENHARIA NAVAL LTDA,socios-brasil
46,CNPJ,5432402000189,AMAPAENSE COMERCIO & SERVICOS LTDA,socios-brasil
47,CNPJ,12231307000182,AMAPAENSE DISTRIBUIDORA DE BEBIDAS LTDA.,socios-brasil
48,CNPJ,4919495000108,AMAPAENSES CONSTRUCAO COMERCIO E SERVICOS LTA,socios-brasil
49,CNPJ,13054486000192,AMAPA EPI'S LTDA - ME,socios-brasil
0,CNPJ,2916018000163,A.M.A. PAES E DOCES EIRELI - ME,socios-brasil
1,CNPJ,6060924000160,AMAPA ESPORTE CLUBE - ABC,socios-brasil
2,CNPJ,7414137000131,AMAPA EVENTOS LTDA,socios-brasil
3,CNPJ,10918122000115,AMAPA FERRO E ACO LTDA - EPP,socios-brasil
4,CNPJ,7228890000132,AMAPAFLORA LTDA - ME,socios-brasil
5,CNPJ,24031897000189,AMAPA FLORESTAL EIRELI - ME,socios-brasil
6,CNPJ,3630347000106,AMAPA FOLIA MARKETING & EVENTOS LTDA,socios-brasil
7,CNPJ,7780762000105,AMAPAFRIO E COMERCIO LTDA - ME,socios-brasil
8,CNPJ,11251941000114,AMAPA FRIOS LTDA - ME,socios-brasil
9,CNPJ,18366593000170,AMAPAFRUIT FRIOS E CONGELADOS LTDA - EPP,socios-brasil
10,CNPJ,6127795000180,AMAPAFRUTAS - POLPAS DE FRUTAS DA AMAZONIA LTDA - ME,socios-brasil
11,CNPJ,14413579000129,AMAPA FUTEBOL CLUBE,socios-brasil
12,CNPJ,22444691000155,AMAPA GARDEN ESTACIONAMENTO E EVENTOS LTDA,socios-brasil
13,CNPJ,11806496000101,AMAPA GARDEN SHOPPING S/A.,socios-brasil
14,CNPJ,20290440000138,AMAPAGAS LTDA - ME,socios-brasil
15,CNPJ,31505761000129,AMAPAG-ASSOCIACAO DOS MORADORES E AMIGOS DA P. GRUSSAI,socios-brasil
16,CNPJ,18008195000181,AMAPA GOLD FIELDS LTDA,socios-brasil
17,CNPJ,6314210000130,AMAPA GOLD LTDA,socios-brasil
18,CNPJ,27784182000195,AMAPA GOURMET LTDA - ME,socios-brasil
19,CNPJ,14651717000108,AMAP AGROPECUARIA LTDA - EPP,socios-brasil
20,CNPJ,34944215000182,AMAPA HOSPITALAR LTDA - ME,socios-brasil
21,CNPJ,2625485000134,AMAPA INDUSTRIA E COMERCIO DE MADEIRAS E LAMINADOS LTDA,socios-brasil
